Purchase Price,AM or PM,Browser Info,Language,Company,Credit Card,CC Exp Date,CC Security Code,CC Provider,Address
28.36,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_8 rv:2.0; en-US) AppleWebKit/531.27.5 (KHTML, like Gecko) Version/4.0 Safari/531.27.5",de,Pena-Murray,4159171081813,12/18,3472,Diners Club / Carte Blanche,3.162.52.38
30.95,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7) AppleWebKit/5341 (KHTML, like Gecko) Chrome/13.0.819.0 Safari/5341",en,"White, Lopez and Greer",561296347744,07/26,659,VISA 16 digit,40.34.183.39
88.83,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2010-12-15 05:50:25 Firefox/3.8,ru,Drake Ltd,6011726531692782,09/24,746,VISA 13 digit,180.169.43.70
36.28,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),ru,Smith-Brown,4619750057518,12/24,6103,Diners Club / Carte Blanche,107.199.14.136
13.89,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sl-SI) AppleWebKit/534.41.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.41.5",it,"Kennedy, Pierce and Webb",5453199005818498,02/23,185,JCB 16 digit,212.186.105.203
41.37,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; sl-SI) AppleWebKit/534.19.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.19.7",zh,Mclean-Pollard,561211074340,12/23,637,Discover,161.149.106.228
83.84,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.0),de,"Daniel, Wright and Davis",869962252477840,07/19,184,JCB 15 digit,142.22.236.235
58.87,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.1),ru,Ramirez LLC,373745160160262,08/20,373,JCB 15 digit,103.225.141.174
69.86,PM,Opera/9.10.(X11; Linux x86_64; sl-SI) Presto/2.9.165 Version/12.00,en,"Barnett, Ramos and Ibarra",3528703110569171,11/21,866,Mastercard,166.229.130.250
5.75,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3 rv:2.0; sl-SI) AppleWebKit/535.2.1 (KHTML, like Gecko) Version/5.0.4 Safari/535.2.1",ru,Wall-Hardy,30476680703366,10/18,967,JCB 15 digit,6.161.21.37
97.96,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2013-01-25 23:36:34 Firefox/3.8,es,"Nguyen, Gomez and Miles",6011923515411327,02/23,752,JCB 16 digit,221.148.122.151
9.73,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; it-IT) AppleWebKit/534.20.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.20.5",el,Martin Inc,5317958636340057,08/18,679,JCB 16 digit,117.17.78.82
42.58,AM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.37.3 (KHTML, like Gecko) Version/5.1 Safari/531.37.3",ru,Wagner and Sons,3096306304138365,06/26,754,Discover,82.136.197.212
43.73,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.0),zh,Cruz Ltd,869931699958407,10/21,290,VISA 16 digit,162.154.228.233
60.19,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/5362 (KHTML, like Gecko) Chrome/15.0.879.0 Safari/5362",es,Simon PLC,4548640920866906,05/20,534,Voyager,75.127.233.18
66.62,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5360 (KHTML, like Gecko) Chrome/13.0.835.0 Safari/5360",el,Stewart and Sons,4653042523142408,06/24,207,Mastercard,46.101.35.161
19.14,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3) AppleWebKit/5362 (KHTML, like Gecko) Chrome/15.0.807.0 Safari/5362",es,"Banks, Riley and Wilson",676224100385,08/21,932,Voyager,242.181.53.223
63.54,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0),ru,Colon Inc,344341059698111,12/19,361,Voyager,202.64.37.193
26.99,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.5.20) Gecko/2012-10-21 05:59:13 Firefox/3.8,el,Brown-Davis,4039653266466070,06/21,383,Voyager,88.8.242.210
15.62,PM,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5312 (KHTML, like Gecko) Chrome/15.0.897.0 Safari/5312",el,Lopez Ltd,30014182559893,05/20,2072,Voyager,7.91.19.167
79.27,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),en,Hernandez-Fox,4317784347423,04/19,805,JCB 16 digit,96.246.119.219
35.07,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_0) AppleWebKit/5352 (KHTML, like Gecko) Chrome/15.0.831.0 Safari/5352",ru,Kelley-Phillips,4926043482381,08/23,92,Discover,53.84.62.127
4.85,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0) AppleWebKit/5310 (KHTML, like Gecko) Chrome/15.0.816.0 Safari/5310",ru,Curtis-Olsen,869918284664102,10/18,539,VISA 16 digit,40.28.117.220
1.14,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_6; rv:1.9.2.20) Gecko/2013-04-30 20:07:55 Firefox/3.6.19,it,Smith-Bell,5452426699700422,09/23,243,JCB 16 digit,116.52.14.242
47.68,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.0),pt,Nguyen PLC,4352280775017,10/16,684,VISA 16 digit,108.134.224.208
41.87,PM,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5330 (KHTML, like Gecko) Chrome/15.0.883.0 Safari/5330",es,Higgins-Cunningham,503873476512,02/22,770,Discover,142.75.136.205
16.51,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.1),zh,Edwards-Richards,869919366808955,12/19,5,JCB 16 digit,98.63.10.246
10.07,AM,Mozilla/5.0 (Windows NT 5.1; sl-SI; rv:1.9.2.20) Gecko/2012-03-18 18:34:31 Firefox/3.6.8,de,Mcmahon and Sons,869919426518388,06/19,171,Diners Club / Carte Blanche,29.196.227.223
16.62,PM,Opera/9.91.(X11; Linux x86_64; en-US) Presto/2.9.179 Version/10.00,el,Allen-Cortez,4220256439308,01/20,799,Maestro,67.220.227.186
60.02,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.1),zh,"Cantrell, Gonzalez and Adams",4059478880714340,07/18,211,VISA 16 digit,105.218.233.176
15.4,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; en-US) AppleWebKit/533.49.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6533.49.2",pt,Davidson Inc,30229986622180,02/21,518,Diners Club / Carte Blanche,14.231.208.244
69.78,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1),pt,Brooks-Cantu,5505409625146172,08/16,930,VISA 16 digit,32.227.170.230
80.63,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3 rv:4.0; en-US) AppleWebKit/533.2.2 (KHTML, like Gecko) Version/5.0.4 Safari/533.2.2",fr,Moore Inc,3112967190277417,04/25,863,American Express,118.73.18.97
97.57,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sl-SI) AppleWebKit/533.16.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.16.3",ru,Wyatt-Smith,6011415206497855,01/18,8106,VISA 13 digit,86.172.217.156
58.02,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0),zh,"Brown, Walsh and Barnes",6011198674505652,12/21,262,Voyager,2.109.157.150
43.97,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0),el,"Powell, Brown and Hanna",869912881392522,11/16,347,JCB 16 digit,100.39.21.98
69.87,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.0),fr,Spencer-Mccoy,30214563092759,11/21,38,Discover,81.166.121.174
81.95,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5352 (KHTML, like Gecko) Chrome/13.0.836.0 Safari/5352",pt,Norris and Sons,180028497925977,03/20,866,Discover,113.23.173.246
27.35,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/13.0.811.0 Safari/5351",fr,"Collins, Nelson and Nguyen",3337753377385390,10/25,345,VISA 16 digit,146.66.106.42
31.94,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.0),pt,Wright-Mathews,4795991711236571,12/24,575,Discover,78.228.192.68
32.96,PM,Opera/8.87.(X11; Linux x86_64; it-IT) Presto/2.9.181 Version/11.00,fr,Leonard-Hill,5232425604104685,08/24,6287,JCB 16 digit,82.130.197.186
83.09,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),pt,Terrell-Huang,30210682847677,06/24,5502,VISA 16 digit,202.187.208.10
31.0,PM,Opera/8.40.(Windows NT 4.0; it-IT) Presto/2.9.178 Version/12.00,zh,"Walker, Stephenson and Glover",3158713076028390,04/24,965,JCB 16 digit,223.5.196.8
33.26,AM,Opera/9.40.(Windows NT 6.2; it-IT) Presto/2.9.165 Version/12.00,el,Clark and Sons,4949653386916,11/20,636,Maestro,115.108.248.194
62.29,PM,"Mozilla/5.0 (Windows 95) AppleWebKit/5331 (KHTML, like Gecko) Chrome/13.0.824.0 Safari/5331",de,"Russell, Castillo and Obrien",5337101272355784,07/26,778,Mastercard,156.91.251.204
55.2,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6 rv:6.0; sl-SI) AppleWebKit/533.43.3 (KHTML, like Gecko) Version/4.0.1 Safari/533.43.3",de,"Phillips, Hester and Nelson",4956818852666,02/18,619,Mastercard,183.173.240.225
93.92,PM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5361 (KHTML, like Gecko) Chrome/13.0.849.0 Safari/5361",pt,Thompson-Nelson,5477931535888324,06/18,592,Voyager,14.254.208.79
85.27,PM,Opera/9.48.(Windows NT 5.0; sl-SI) Presto/2.9.174 Version/10.00,pt,Gross PLC,5558370152170660,12/22,495,American Express,72.12.219.61
53.25,AM,Opera/8.13.(X11; Linux i686; it-IT) Presto/2.9.190 Version/11.00,en,Thornton-Hoffman,30465471629989,12/22,895,Mastercard,211.136.95.127
42.85,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),el,"Carter, Weiss and Lewis",4089283615602792,02/21,438,VISA 13 digit,250.12.202.174
41.96,AM,Mozilla/5.0 (Windows NT 6.0; it-IT; rv:1.9.2.20) Gecko/2011-11-01 19:36:43 Firefox/12.0,pt,Estrada-Fields,210098305728693,09/18,4406,Maestro,127.241.170.248
48.23,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),ru,"Washington, Perry and Thomas",6011532250008733,02/22,5549,American Express,211.106.160.108
40.03,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.1),it,"Long, Lowe and Mccarthy",4993982642244008,01/19,994,American Express,18.93.245.96
82.82,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4; rv:1.9.4.20) Gecko/2013-07-19 13:40:50 Firefox/3.8,pt,"Mcdonald, Washington and Roberson",589367999788,01/17,565,American Express,187.108.76.255
0.45,PM,Mozilla/5.0 (Windows NT 6.2; it-IT; rv:1.9.1.20) Gecko/2014-02-14 08:38:07 Firefox/3.8,pt,"Martin, Carter and Glenn",5552727908601478,12/17,535,Discover,87.238.168.157
86.53,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_7) AppleWebKit/5312 (KHTML, like Gecko) Chrome/13.0.838.0 Safari/5312",el,"Mcknight, Houston and Haas",4569562825939386,08/24,458,Mastercard,109.18.197.213
77.09,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_6) AppleWebKit/5312 (KHTML, like Gecko) Chrome/13.0.872.0 Safari/5312",fr,"Reid, Watson and Young",4814828108266331,05/22,649,VISA 13 digit,202.13.211.84
51.16,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0) AppleWebKit/5320 (KHTML, like Gecko) Chrome/14.0.827.0 Safari/5320",ru,"Mcdonald, Matthews and Meyer",210087330166540,02/25,545,VISA 16 digit,232.24.128.92
77.96,PM,Opera/9.51.(Windows NT 6.1; en-US) Presto/2.9.166 Version/11.00,en,Mathis PLC,210071073917772,04/18,892,Maestro,116.130.21.127
75.21,AM,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5362 (KHTML, like Gecko) Chrome/14.0.811.0 Safari/5362",fr,Hill Inc,3528083518084648,03/25,578,Voyager,222.243.18.213
89.33,AM,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5361 (KHTML, like Gecko) Chrome/15.0.842.0 Safari/5361",fr,"Fisher, Salinas and Sanders",4006602558662051,10/16,136,JCB 15 digit,254.227.63.33
78.49,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),pt,Allen Group,4918232708686763,10/20,317,American Express,159.222.155.197
26.97,AM,Opera/9.11.(X11; Linux i686; sl-SI) Presto/2.9.179 Version/10.00,pt,Schultz PLC,30590522203912,09/18,993,VISA 13 digit,211.99.95.31
93.95,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),fr,Hurst-Bryant,30360361241831,06/21,259,Voyager,12.100.178.12
92.65,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5) AppleWebKit/5331 (KHTML, like Gecko) Chrome/14.0.871.0 Safari/5331",zh,"Wong, Figueroa and Gates",180080064179223,06/20,155,American Express,55.136.113.242
6.59,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2013-10-20 18:11:45 Firefox/3.8,fr,"Fisher, Romero and Delgado",4115463769408,01/17,734,American Express,155.252.7.223
27.01,PM,Mozilla/5.0 (Windows NT 6.1; it-IT; rv:1.9.2.20) Gecko/2011-03-09 11:26:28 Firefox/6.0,de,Wheeler-Nelson,6011221661709184,09/18,561,VISA 16 digit,116.198.248.229
69.96,PM,Opera/9.25.(X11; Linux x86_64; en-US) Presto/2.9.175 Version/12.00,de,"Reyes, Watson and Flynn",370199129276962,02/19,208,Mastercard,51.40.187.161
71.47,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5361 (KHTML, like Gecko) Chrome/14.0.857.0 Safari/5361",en,"Williams, Kelly and Miller",30509850879911,04/25,708,JCB 16 digit,136.223.125.90
34.82,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:5.0; sl-SI) AppleWebKit/533.14.4 (KHTML, like Gecko) Version/4.0.1 Safari/533.14.4",it,"Johnson, Dean and Brooks",4121890373337377,12/16,204,VISA 16 digit,182.242.17.158
4.83,PM,Opera/8.73.(Windows 98; it-IT) Presto/2.9.179 Version/10.00,zh,Dalton Group,30550981860552,04/19,517,JCB 16 digit,27.24.47.105
11.82,AM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5362 (KHTML, like Gecko) Chrome/14.0.827.0 Safari/5362",it,Foster Group,869938085867761,10/23,966,JCB 15 digit,170.79.41.250
79.87,PM,Opera/8.56.(Windows NT 5.0; en-US) Presto/2.9.168 Version/11.00,en,"Lester, Smith and Nguyen",3337756605645014,10/18,703,VISA 16 digit,180.108.80.171
54.3,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1 rv:4.0; en-US) AppleWebKit/532.7.4 (KHTML, like Gecko) Version/5.1 Safari/532.7.4",fr,"Hayden, Perry and Mckinney",4553885712714929,08/20,5206,Discover,56.46.62.8
74.18,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_2) AppleWebKit/5350 (KHTML, like Gecko) Chrome/13.0.801.0 Safari/5350",de,Russell PLC,6011863003065039,03/22,352,VISA 16 digit,126.250.243.234
7.04,PM,Mozilla/5.0 (Windows NT 5.2; sl-SI; rv:1.9.1.20) Gecko/2013-02-08 20:05:42 Firefox/6.0,it,Watson-Smith,3158012788256856,11/22,157,Maestro,14.100.151.85
12.12,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2015-02-17 22:19:43 Firefox/11.0,el,Ellis and Sons,30426091083213,05/18,988,Maestro,34.197.2.80
84.26,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8; rv:1.9.5.20) Gecko/2013-07-23 04:56:38 Firefox/12.0,zh,Miller Ltd,3337311503701681,10/16,463,JCB 15 digit,145.240.55.189
99.02,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1),fr,Floyd-Castro,4412893819444,07/26,837,Mastercard,7.26.147.10
57.71,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_7) AppleWebKit/5320 (KHTML, like Gecko) Chrome/15.0.809.0 Safari/5320",en,Campbell LLC,5593946248233443,09/23,557,Maestro,140.31.148.66
44.61,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_6 rv:6.0; it-IT) AppleWebKit/532.46.3 (KHTML, like Gecko) Version/4.0 Safari/532.46.3",el,"Lutz, Burns and Robles",503897628627,05/26,535,VISA 13 digit,42.10.176.48
35.67,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2014-10-18 09:30:54 Firefox/3.8,el,"Arroyo, Anderson and Dunlap",561203848099,03/26,596,American Express,19.127.61.103
98.28,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5331 (KHTML, like Gecko) Chrome/14.0.850.0 Safari/5331",es,Watson-Bailey,3096820981608615,05/20,259,American Express,235.149.102.129
36.07,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1; rv:1.9.4.20) Gecko/2011-03-02 04:03:35 Firefox/3.6.13,pt,Hurst Group,210042715066047,05/26,116,American Express,100.155.201.199
9.99,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; en-US) AppleWebKit/531.24.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.24.1",fr,Jones-Griffin,30305083830379,03/25,3896,JCB 15 digit,66.225.161.28
7.08,AM,Opera/9.77.(Windows NT 6.1; sl-SI) Presto/2.9.184 Version/11.00,zh,"Hall, Peters and Ford",3158286959375055,04/24,353,VISA 16 digit,8.14.197.236
68.9,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_2; rv:1.9.5.20) Gecko/2015-03-18 07:03:51 Firefox/3.6.12,fr,Fernandez and Sons,348246993151117,04/25,2980,VISA 16 digit,4.197.57.79
30.7,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5322 (KHTML, like Gecko) Chrome/15.0.859.0 Safari/5322",es,Nunez-Obrien,869941503846607,11/25,451,Maestro,126.253.79.112
41.13,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9 rv:6.0; sl-SI) AppleWebKit/532.40.3 (KHTML, like Gecko) Version/4.0 Safari/532.40.3",ru,Marks Ltd,501801705291,12/22,395,Discover,155.61.136.131
64.4,PM,Mozilla/5.0 (Windows NT 5.1; sl-SI; rv:1.9.1.20) Gecko/2012-05-13 06:20:35 Firefox/3.6.3,de,Mason-Pearson,676129238991,11/24,974,VISA 16 digit,238.234.178.223
76.19,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1 rv:6.0; sl-SI) AppleWebKit/532.21.1 (KHTML, like Gecko) Version/4.1 Safari/532.21.1",en,Ball-Johnson,3158572202050805,04/20,588,JCB 16 digit,128.70.163.80
64.27,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/5340 (KHTML, like Gecko) Chrome/15.0.895.0 Safari/5340",fr,Ferrell-Morris,30487761067571,01/22,15,JCB 15 digit,18.74.178.180
79.38,PM,Mozilla/5.0 (Windows NT 5.2; en-US; rv:1.9.0.20) Gecko/2014-03-02 09:34:35 Firefox/3.6.2,es,Smith-Whitaker,869933464111469,01/17,532,Mastercard,118.192.215.21
90.02,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5341 (KHTML, like Gecko) Chrome/14.0.888.0 Safari/5341",es,"Gonzalez, Cruz and Blackwell",6011605507133072,12/24,328,Voyager,21.142.18.184
92.97,AM,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.45.4 (KHTML, like Gecko) Version/4.0 Safari/531.45.4",ru,Robinson-Patel,676107313204,11/20,726,VISA 13 digit,81.203.197.236
36.46,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3; rv:1.9.6.20) Gecko/2013-03-06 22:57:29 Firefox/13.0,ru,"Harrison, Hudson and Kelly",3528138710893129,03/20,525,JCB 15 digit,137.17.160.118
42.08,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_9; rv:1.9.4.20) Gecko/2012-01-09 10:47:44 Firefox/5.0,ru,"Vasquez, Kaufman and Jones",4416525982041,01/17,644,VISA 13 digit,154.182.14.251
1.71,PM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2; rv:1.9.6.20) Gecko/2010-12-06 22:23:37 Firefox/3.8,pt,"Fisher, Pierce and Hawkins",376742110264234,03/17,898,Mastercard,16.15.139.82
71.48,PM,Mozilla/5.0 (Windows NT 5.1; it-IT; rv:1.9.2.20) Gecko/2014-11-20 09:12:56 Firefox/3.6.1,pt,Scott-Rodriguez,3088534073795384,06/19,551,Voyager,191.203.164.177
3.81,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5312 (KHTML, like Gecko) Chrome/14.0.849.0 Safari/5312",pt,Trujillo-Payne,349786323676696,09/16,787,Discover,23.182.238.175
50.51,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7; rv:1.9.4.20) Gecko/2013-05-08 08:43:06 Firefox/3.6.17,de,"Santos, Ramirez and Larson",4752677642508,03/20,826,JCB 16 digit,115.139.43.80
78.26,PM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6; rv:1.9.5.20) Gecko/2010-07-01 17:55:44 Firefox/3.6.5,de,Orozco Group,3158744270815951,11/19,945,VISA 13 digit,170.253.198.15
38.2,AM,Opera/9.91.(X11; Linux i686; it-IT) Presto/2.9.164 Version/11.00,fr,Bell LLC,3337787801710526,05/18,44,Diners Club / Carte Blanche,211.202.197.116
18.64,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.1),it,Carey Inc,377127671627848,08/24,261,Diners Club / Carte Blanche,140.49.75.165
14.46,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; rv:1.9.2.20) Gecko/2012-08-21 09:03:07 Firefox/10.0,en,"Gallegos, Sanchez and Rios",3096995064072804,01/22,696,Voyager,155.70.101.211
85.62,PM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; rv:1.9.5.20) Gecko/2012-12-02 15:40:47 Firefox/3.8,ru,"Saunders, Green and Campbell",60493058857,01/23,211,JCB 16 digit,181.143.6.162
65.63,PM,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5341 (KHTML, like Gecko) Chrome/13.0.829.0 Safari/5341",en,"Daniels, Cummings and Bennett",630431171762,08/17,716,JCB 16 digit,118.227.70.125
94.93,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),el,Howard-Murray,4668428145389944,07/21,683,JCB 15 digit,178.242.44.93
13.95,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2014-04-27 09:00:22 Firefox/10.0,fr,Edwards and Sons,3337587908507548,09/23,914,Mastercard,136.182.72.7
83.78,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2013-11-16 11:42:54 Firefox/3.8,el,Hayes-Castro,30335766507713,06/21,461,Mastercard,186.188.144.197
43.54,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; rv:1.9.6.20) Gecko/2010-02-14 15:25:20 Firefox/3.8,es,Bell Group,210012763112282,11/25,165,Diners Club / Carte Blanche,115.110.112.105
66.91,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2011-11-27 09:54:37 Firefox/3.6.15,pt,"Fisher, Williams and Todd",4767226145225,09/16,954,VISA 16 digit,128.244.173.244
21.38,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.9.5 (KHTML, like Gecko) Version/4.0.4 Safari/533.9.5",en,Branch-Scott,6011830394672442,09/21,220,Voyager,160.86.188.250
67.4,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2010-02-27 17:42:26 Firefox/3.6.20,pt,Potter and Sons,3112825672748554,09/20,315,VISA 16 digit,40.112.18.158
39.81,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),zh,Jones-Cook,4863375540791633,05/18,203,Discover,182.139.181.95
60.96,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),pt,"Warren, Hawkins and Patton",210006830494061,08/18,381,American Express,82.7.110.105
15.08,PM,Opera/8.61.(Windows NT 6.1; it-IT) Presto/2.9.181 Version/11.00,en,Jones-Doyle,341927376719821,09/23,475,Maestro,187.116.213.134
87.45,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),en,"Murphy, Jensen and Lyons",4136038958938,03/25,267,VISA 16 digit,94.169.220.88
2.0,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),de,Hicks-Duncan,3158464020808269,05/26,290,JCB 16 digit,52.63.96.167
98.66,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sl-SI) AppleWebKit/534.2.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.2.4",pt,Moore Inc,6011499701167585,10/20,845,American Express,41.166.162.176
28.84,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2011-04-18 21:01:21 Firefox/3.8,it,"Briggs, Rios and Price",6011197661256378,03/25,359,VISA 16 digit,50.75.188.72
4.08,PM,Mozilla/5.0 (Windows 95; sl-SI; rv:1.9.1.20) Gecko/2012-06-06 06:25:21 Firefox/3.6.7,el,Guzman Inc,4916225320046,09/25,543,JCB 16 digit,222.187.133.96
3.71,AM,Opera/8.17.(X11; Linux x86_64; it-IT) Presto/2.9.187 Version/10.00,es,Sutton PLC,4011132057790024,01/24,478,JCB 16 digit,11.140.45.91
75.61,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3) AppleWebKit/5332 (KHTML, like Gecko) Chrome/13.0.844.0 Safari/5332",ru,King-Patterson,869975359299388,11/18,760,JCB 16 digit,183.151.47.221
63.16,AM,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5310 (KHTML, like Gecko) Chrome/13.0.809.0 Safari/5310",el,Baker-Rose,869938825066336,03/23,522,VISA 13 digit,168.72.212.122
